"bullet","land","x","value","id","raw_sig","se","sig"
"Bullet 1","Land 3",1626.69,108.744197111111,2,-0.0621582639916767,0.056866455108611,0.0331021311724626
"Bullet 1","Land 3",1627.335,108.618237666667,2,-0.127206580855116,0.056842933405648,0.0552589390505354
"Bullet 1","Land 3",1627.98,108.507258666667,2,-0.177178123893697,0.0568194241747769,0.0816448745482955
"Bullet 1","Land 3",1628.625,108.436878444444,2,-0.186454550444154,0.0567959285169649,0.11114792480218
"Bullet 1","Land 3",1629.27,108.399601,2,-0.162531851176539,0.0567724475398201,0.142656076948627
"Bullet 1","Land 3",1629.915,108.380474333333,2,-0.120362016760907,0.0567489823576061,0.175057318124072
"Bullet 1","Land 3",1630.56,108.369648111111,2,-0.0697953712006552,0.0567255340912567,0.207239635464954
"Bullet 1","Land 3",1631.205,108.363670222222,2,-0.0142840162768749,0.0567021038683908,0.238091016107719
"Bullet 1","Land 3",1631.85,108.363473444444,2,0.0471048351180769,0.056678692823327,0.266499447188784
"Bullet 1","Land 3",1632.495,108.363317333333,2,0.108630747869768,0.0566553020970989,0.291352915844596
"Bullet 1","Land 3",1633.14,108.350800222222,2,0.15789206464143,0.0566319328374704,0.311539409211592
"Bullet 1","Land 3",1633.785,108.327351777778,2,0.19631846142974,0.0566085861989504,0.331732605389885
"Bullet 1","Land 3",1634.43,108.315594777778,2,0.246532725342377,0.0565852633428086,0.35647203771762
"Bullet 1","Land 3",1635.075,108.331737777778,2,0.324743421264884,0.056561965437091,0.384444476188281
"Bullet 1","Land 3",1635.72,108.364331333333,2,0.419501114082749,0.0565386936566351,0.414336690795353
"Bullet 1","Land 3",1636.365,108.392182777778,2,0.50961314645923,0.0565154491830858,0.444835451532323
"Bullet 1","Land 3",1637.01,108.404728111111,2,0.584515527724349,0.0564922332049109,0.474627528392674
"Bullet 1","Land 3",1637.655,108.399352111111,2,0.641593044985754,0.0564690469174174,0.502399691369893
"Bullet 1","Land 3",1638.3,108.381884,2,0.686674929795672,0.0564458915227665,0.526838710457464
"Bullet 1","Land 3",1638.945,108.370224666667,2,0.737662080372942,0.0564227682299904,0.546631355648873
"Bullet 1","Land 3",1639.59,108.371962555556,2,0.802142950491969,0.0563996782550078,0.560464396937608
"Bullet 1","Land 3",1640.235,108.363350666667,2,0.856370549482634,0.0563766228206402,0.567043464131459
"Bullet 1","Land 3",1640.88,108.322259444444,2,0.878215331119407,0.0563536031566277,0.566925107861173
"Bullet 1","Land 3",1641.525,108.258172666667,2,0.877161082509986,0.0563306204996457,0.561572479354645
"Bullet 1","Land 3",1642.17,108.188702666667,2,0.870820146317655,0.0563076760933204,0.552448729839772
"Bullet 1","Land 3",1642.815,108.116995555556,2,0.862338642983474,0.0562847711882457,0.541017010544452
"Bullet 1","Land 3",1643.46,108.040199111111,2,0.848864359615206,0.056261907041999,0.528740472696581
"Bullet 1","Land 3",1644.105,107.964272222222,2,0.836356194431644,0.0562390849191579,0.517082267524054
"Bullet 1","Land 3",1644.75,107.899945333333,2,0.835544601207232,0.0562163060913161,0.50750554625477
"Bullet 1","Land 3",1645.395,107.847550888889,2,0.846762033716303,0.0561935718371,0.501473460116624
"Bullet 1","Land 3",1646.04,107.793061,2,0.855980612399946,0.0561708834421849,0.500449160337513
"Bullet 1","Land 3",1646.685,107.710127555556,2,0.836852235477025,0.0561482421993116,0.505895798145333
"Bullet 1","Land 3",1647.33,107.543203444444,2,0.73382980116638,0.0561256494083023,0.50820834283096
"Bullet 1","Land 3",1647.975,107.271910444444,2,0.526535096575728,0.0561031063760774,0.498863487277622
"Bullet 1","Land 3",1648.62,107.022493777778,2,0.341213353257231,0.0560806144166714,0.480946968101754
"Bullet 1","Land 3",1649.265,106.885342777778,2,0.268253913874162,0.0560581748512496,0.457544521919785
"Bullet 1","Land 3",1649.91,106.819510333333,2,0.266709676645377,0.056035789008124,0.431741885348146
"Bullet 1","Land 3",1650.555,106.760053555556,2,0.271637762011977,0.0560134582227697,0.406624795003267
"Bullet 1","Land 3",1651.2,106.684339444444,2,0.260405179303859,0.0559911838378412,0.385278987501578
"Bullet 1","Land 3",1651.845,106.609702666667,2,0.250346604517659,0.0559689672031883,0.37079019945951
"Bullet 1","Land 3",1652.49,106.546759444444,2,0.252078269205555,0.0559468096758724,0.366244167493492
"Bullet 1","Land 3",1653.135,106.481932444444,2,0.252022849364138,0.0559247126201824,0.374726628219955
"Bullet 1","Land 3",1653.78,106.404773111111,2,0.239731798767835,0.0559026774076508,0.39932331825533
"Bullet 1","Land 3",1654.425,106.321696666667,2,0.221620348968841,0.0558807054170694,0.439442780942835
"Bullet 1","Land 3",1655.07,106.248828222222,2,0.21381362040816,0.0558587980345053,0.491077644094557
"Bullet 1","Land 3",1655.715,106.199399111111,2,0.229542955749139,0.0558369566533166,0.552189771030245
"Bullet 1","Land 3",1656.36,106.169704777778,2,0.265103808766099,0.0558151826741678,0.620741025069585
"Bullet 1","Land 3",1657.005,106.135414777778,2,0.296165744344634,0.0557934775050457,0.694693269532324
"Bullet 1","Land 3",1657.65,106.068925444444,2,0.295125105147946,0.0557718425612747,0.772008367738189
"Bullet 1","Land 3",1658.295,105.977928111111,2,0.269673233839342,0.0557502792655318,0.850648183006909
"Bullet 1","Land 3",1658.94,105.909947444444,2,0.267334806415462,0.0557287890478622,0.928574578658212
"Bullet 1","Land 3",1659.585,105.898133,2,0.321259387761827,0.0557073733456943,1.00374941801183
"Bullet 1","Land 3",1660.23,105.944071222222,2,0.433033431652802,0.0556860336038543,1.07413456438748
"Bullet 1","Land 3",1660.875,106.035320444444,2,0.590215280751679,0.0556647712745813,1.13769188110489
"Bullet 1","Land 3",1661.52,106.155235222222,2,0.776159499943958,0.0556435878175419,1.21246526176931
"Bullet 1","Land 3",1662.165,106.281897555556,2,0.968948098559608,0.0556224846998445,1.31325513354891
"Bullet 1","Land 3",1662.81,106.395828888889,2,1.149102530373,0.0556014633960536,1.43315816010785
"Bullet 1","Land 3",1663.455,106.505006333333,2,1.32459991582522,0.0555805253882042,1.56527100511034
"Bullet 1","Land 3",1664.1,106.646826777778,2,1.53283715313511,0.0555596721658155,1.70269033222044
"Bullet 1","Land 3",1664.745,106.836356,2,1.78888002941036,0.0555389052259045,1.83851280510235
"Bullet 1","Land 3",1665.39,107.021735888889,2,2.04087044286986,0.055518226073,1.96583508742022
"Bullet 1","Land 3",1666.035,107.154848444444,2,2.24069040284353,0.0554976362191556,2.07775384283822
"Bullet 1","Land 3",1666.68,107.247708444444,2,2.40035469643909,0.0554771371839628,2.1673657350205
"Bullet 1","Land 3",1667.325,107.328821666667,2,2.54836911076431,0.0554567304945643,2.22776742763122
"Bullet 1","Land 3",1667.97,107.404572222222,2,2.69111776626022,0.0554364176856661,2.2731914189543
"Bullet 1","Land 3",1668.615,107.469493333333,2,2.82313389447901,0.0554162002995504,2.3213453443541
"Bullet 1","Land 3",1669.26,107.528274111111,2,2.94910661586174,0.0553960798860876,2.37053857311545
"Bullet 1","Land 3",1669.905,107.585427888889,2,3.07354927307168,0.0553760580027483,2.41908047452317
"Bullet 1","Land 3",1670.55,107.629434222222,2,3.18494143099434,0.0553561362146148,2.46528041786208
"Bullet 1","Land 3",1671.195,107.639050666667,2,3.26204065451525,0.0553363160943927,2.507447772417
"Bullet 1","Land 3",1671.84,107.601031666667,2,3.2916013974088,0.0553165992224219,2.54389190747277
"Bullet 1","Land 3",1672.485,107.518635,2,3.2768814467827,0.0552969871866875,2.57292219231419
"Bullet 1","Land 3",1673.13,107.405546222222,2,3.23156636752242,0.0552774815828301,2.59284799622608
"Bullet 1","Land 3",1673.775,107.272979555556,2,3.16687039118021,0.0552580840141563,2.60197868849327
"Bullet 1","Land 3",1674.42,107.125811,2,3.08766952708599,0.0552387960916484,2.59862363840059
"Bullet 1","Land 3",1675.065,106.966451666667,2,2.99637489568082,0.0552196194339741,2.57610282043106
"Bullet 1","Land 3",1675.71,106.791271333333,2,2.88935628407241,0.0552005556674955,2.53151996774714
"Bullet 1","Land 3",1676.355,106.593246222222,2,2.75958992381298,0.0551816064262783,2.4688600876528
"Bullet 1","Land 3",1677,106.388803888889,2,2.62350337978799,0.0551627733521002,2.392108187452
"Bullet 1","Land 3",1677.645,106.209651222222,2,2.51280355021633,0.0551440580944587,2.30524927444873
"Bullet 1","Land 3",1678.29,106.071076888889,2,2.44277911109457,0.0551254623105798,2.21226835594694
"Bullet 1","Land 3",1678.935,105.951214111111,2,2.39156329397488,0.0551069876654243,2.11715043925061
"Bullet 1","Land 3",1679.58,105.789628444444,2,2.29872166374284,0.0550886358316958,2.02388053166368
"Bullet 1","Land 3",1680.225,105.492997777778,2,2.07093211861722,0.0550704084898465,1.93644364049018
"Bullet 1","Land 3",1680.87,104.956014666667,2,1.60288722348353,0.0550523073280842,1.85882477303406
"Bullet 1","Land 3",1681.515,104.375519555556,2,1.09142743211619,0.0550343340423774,1.79500893659928
"Bullet 1","Land 3",1682.16,104.069861333333,2,0.854901642734021,0.0550164903364612,1.72853251052875
"Bullet 1","Land 3",1682.805,103.950115444444,2,0.804385309111439,0.0549987779218417,1.64312513622716
"Bullet 1","Land 3",1683.45,103.892733,2,0.816329551689464,0.0549811985178011,1.54306171409114
"Bullet 1","Land 3",1684.095,103.848423444444,2,0.84144382424256,0.0549637538514011,1.43261714451729
"Bullet 1","Land 3",1684.74,103.802954444444,2,0.865495802767313,0.054946445657487,1.31606632790225
"Bullet 1","Land 3",1685.385,103.748764888889,2,0.88092438548253,0.0549292756786902,1.19768416464264
"Bullet 1","Land 3",1686.03,103.664685333333,2,0.86656013727378,0.0549122456654314,1.08174555513508
"Bullet 1","Land 3",1686.675,103.536757333333,2,0.808444623026503,0.0548953573759221,0.972525399776191
"Bullet 1","Land 3",1687.32,103.400077666667,2,0.741674629848475,0.0548786125761667,0.874298598962593
"Bullet 1","Land 3",1687.965,103.296487444444,2,0.708091278180774,0.0548620130399632,0.791340053090884
"Bullet 1","Land 3",1688.61,103.231400111111,2,0.713108021797737,0.0548455605489039,0.727924662557745
"Bullet 1","Land 3",1689.255,103.174444222222,2,0.726353425584918,0.0548292568923753,0.676873967452505
"Bullet 1","Land 3",1689.9,103.068079333333,2,0.69028705442777,0.0548131038675577,0.628285732662712
"Bullet 1","Land 3",1690.545,102.881343222222,2,0.573946695434103,0.0547971032794239,0.582349195782268
"Bullet 1","Land 3",1691.19,102.689653777778,2,0.452750246822674,0.0547812569407377,0.539253594405078
"Bullet 1","Land 3",1691.835,102.585121777778,2,0.418808495701242,0.0547655666720517,0.499188166125046
"Bullet 1","Land 3",1692.48,102.543881555556,2,0.448255784733135,0.054750034301704,0.462342148536074
"Bullet 1","Land 3",1693.125,102.508370888889,2,0.483529901026046,0.0547346616658155,0.428904779232067
"Bullet 1","Land 3",1693.77,102.451571666667,2,0.497612742798765,0.0547194506082853,0.399065295806929
"Bullet 1","Land 3",1694.415,102.366761555556,2,0.483781986048015,0.054704402980786,0.373012935854562
"Bullet 1","Land 3",1695.06,102.259246777778,2,0.447343862325894,0.054689520642759,0.35093693696887
"Bullet 1","Land 3",1695.705,102.154244777778,2,0.413515825406861,0.054674805461408,0.336008054598184
"Bullet 1","Land 3",1696.35,102.069771555556,2,0.400313884620772,0.0546602593116926,0.330281629520452
"Bullet 1","Land 3",1696.995,101.984885111111,2,0.386796049297644,0.0546458840763211,0.332273777323983
"Bullet 1","Land 3",1697.64,101.864355888889,2,0.337732773211854,0.0546316816457426,0.340500613597092
"Bullet 1","Land 3",1698.285,101.699984777778,2,0.244924954582245,0.0546176539181385,0.353478253928095
"Bullet 1","Land 3",1698.93,101.531054111111,2,0.147654936072101,0.054603802799413,0.369722813905306
"Bullet 1","Land 3",1699.575,101.415406888889,2,0.103765727011421,0.0545901302031833,0.387750409117041
"Bullet 1","Land 3",1700.22,101.374521666667,2,0.134735892285605,0.054576638050769,0.406077155151614
"Bullet 1","Land 3",1700.865,101.392409333333,2,0.224576330113592,0.0545633282711805,0.423219167597341
"Bullet 1","Land 3",1701.51,101.448712444444,2,0.352929605380837,0.0545502028011071,0.437692562042538
"Bullet 1","Land 3",1702.155,101.524660555556,2,0.501025282972861,0.0545372635849039,0.448013454075518
"Bullet 1","Land 3",1702.8,101.590362333333,2,0.638972038886294,0.0545245125745786,0.459284971833177
"Bullet 1","Land 3",1703.445,101.605778777778,2,0.726730882451065,0.0545119517297764,0.476738176996305
"Bullet 1","Land 3",1704.09,101.546115444444,2,0.73950737855273,0.0544995830177658,0.499081085469076
"Bullet 1","Land 3",1704.735,101.427437666667,2,0.693366869854486,0.054487408413422,0.525021713155637
"Bullet 1","Land 3",1705.38,101.291299444444,2,0.629863365686361,0.0544754298992105,0.553268075960157
"Bullet 1","Land 3",1706.025,101.165587444444,2,0.576883542044953,0.0544636494651693,0.5825281897868
"Bullet 1","Land 3",1706.67,101.054456777778,2,0.538582519371289,0.0544520691088912,0.611510070539729
"Bullet 1","Land 3",1707.315,100.966798555556,2,0.52385141810646,0.0544406908355041,0.638921734123108
"Bullet 1","Land 3",1707.96,100.920788111111,2,0.550865580913765,0.0544295166576513,0.663471196441099
"Bullet 1","Land 3",1708.605,100.918472888889,2,0.62167246156757,0.0544185485954707,0.683866473397867
"Bullet 1","Land 3",1709.25,100.929365888889,2,0.705785069397834,0.0544077886765732,0.704004467951206
"Bullet 1","Land 3",1709.895,100.908596333333,2,0.758332635956776,0.0543972389360202,0.728062568572838
"Bullet 1","Land 3",1710.54,100.847756777778,2,0.770907726129821,0.0543869014163003,0.755169519437811
"Bullet 1","Land 3",1711.185,100.791002777778,2,0.787665904802523,0.054376778167305,0.784454064721174
"Bullet 1","Land 3",1711.83,100.770198,2,0.840470847971531,0.0543668712463036,0.815044948597987
"Bullet 1","Land 3",1712.475,100.771328222222,2,0.915308342744538,0.0543571827179176,0.846070915243276
"Bullet 1","Land 3",1713.12,100.764614222222,2,0.982399176229237,0.0543477146540931,0.876660708832101
"Bullet 1","Land 3",1713.765,100.727785444444,2,1.01947280220006,0.0543384691340738,0.905943073539512
"Bullet 1","Land 3",1714.41,100.647979555556,2,1.01366689665365,0.0543294482443717,0.933046753540556
"Bullet 1","Land 3",1715.055,100.538065333333,2,0.977850246697713,0.0543206540787378,0.957100493010283
"Bullet 1","Land 3",1715.7,100.435502777778,2,0.949482861662148,0.0543120887381315,0.977233036123741
"Bullet 1","Land 3",1716.345,100.364527222222,2,0.952800084210338,0.054303754330689,0.995460573846839
"Bullet 1","Land 3",1716.99,100.328118,2,0.99078125700548,0.0542956529716909,1.01418235133833
"Bullet 1","Land 3",1717.635,100.313129666667,2,1.05028094493316,0.0542877867835289,1.03310169406251
"Bullet 1","Land 3",1718.28,100.290008222222,2,1.10174515732328,0.0542801578956713,1.0519219274837
"Bullet 1","Land 3",1718.925,100.228673222222,2,1.11509345906131,0.0542727684446278,1.07034637706621
"Bullet 1","Land 3",1719.57,100.132999777778,2,1.09420097058842,0.0542656205739131,1.08807836827435
"Bullet 1","Land 3",1720.215,100.039109777778,2,1.07518959012337,0.0542587164340096,1.10482122657243
"Bullet 1","Land 3",1720.86,99.9798878888889,2,1.09094399366282,0.054252058182329,1.12027827742474
"Bullet 1","Land 3",1721.505,99.9596767777778,2,1.14580685720331,0.0542456479831734,1.13415284629561
"Bullet 1","Land 3",1722.15,99.9553211111111,2,1.21662285674157,0.0542394880076945,1.14614825864935
"Bullet 1","Land 3",1722.795,99.9395825555556,2,1.27615366827412,0.0542335804338526,1.1567666175983
"Bullet 1","Land 3",1723.44,99.8993205555555,2,1.31125874557537,0.0542279274463742,1.16668120359483
"Bullet 1","Land 3",1724.085,99.8311791111111,2,1.31858209797534,0.0542225312367085,1.17585210811323
"Bullet 1","Land 3",1724.73,99.7310617777778,2,1.29402729035949,0.0542173940029834,1.18423942262781
"Bullet 1","Land 3",1725.375,99.594121,2,1.2327467765022,0.0542125179499596,1.19180323861288
"Bullet 1","Land 3",1726.02,99.4209916666667,2,1.13537545462233,0.0542079052889842,1.19850364754275
"Bullet 1","Land 3",1726.665,99.2281797777778,2,1.01841933404982,0.0542035582379436,1.20430074089171
"Bullet 1","Land 3",1727.31,99.0698961111111,2,0.936089201892429,0.0541994790212145,1.20915461013409
"Bullet 1","Land 3",1727.955,98.9890871111111,2,0.931331511924554,0.0541956698696143,1.21302534674417
"Bullet 1","Land 3",1728.6,98.9860633333333,2,1.00445682903167,0.0541921330203506,1.21587304219627
"Bullet 1","Land 3",1729.245,99.0437373333333,2,1.13837771809928,0.0541888707169691,1.21765778796469
"Bullet 1","Land 3",1729.89,99.1159962222222,2,1.28698129956845,0.0541858852093014,1.21724754743117
"Bullet 1","Land 3",1730.535,99.144102,2,1.39152958276917,0.0541831787534102,1.21390097062484
"Bullet 1","Land 3",1731.18,99.1079692222222,2,1.43193713258691,0.0541807536115349,1.20816417899117
"Bullet 1","Land 3",1731.825,99.0218081111111,2,1.42241418057382,0.0541786120520355,1.20058329397559
"Bullet 1","Land 3",1732.47,98.8984685555556,2,1.3758106249488,0.054176756349335,1.19170443702358
"Bullet 1","Land 3",1733.115,98.7425713333333,2,1.29674725281956,0.0541751887838617,1.18207372958056
"Bullet 1","Land 3",1733.76,98.5697037777778,2,1.20081140684935,0.0541739116419895,1.17223729309201
"Bullet 1","Land 3",1734.405,98.420393,2,1.12853020747926,0.0541729272159773,1.16274124900335
"Bullet 1","Land 3",1735.05,98.3135535555556,2,1.09881821959483,0.0541722378039079,1.15413171876005
"Bullet 1","Land 3",1735.695,98.2319935555556,2,1.09448356363707,0.054171845709625,1.14695482380756
"Bullet 1","Land 3",1736.34,98.1572663333333,2,1.09707958226927,0.0541717532426696,1.14175668559133
"Bullet 1","Land 3",1736.985,98.0830974444444,2,1.10033184037695,0.0541719627182149,1.13670769254356
"Bullet 1","Land 3",1737.63,98.0156636666667,2,1.11041712506785,0.0541724764570009,1.12987481982016
"Bullet 1","Land 3",1738.275,97.9597241111111,2,1.13209455678302,0.0541732967852667,1.12164906895208
"Bullet 1","Land 3",1738.92,97.9058997777778,2,1.15598514485239,0.0541744260346826,1.11242144147027
"Bullet 1","Land 3",1739.565,97.8419196666667,2,1.16981789860596,0.0541758665422809,1.10258293890569
"Bullet 1","Land 3",1740.21,97.7721004444444,2,1.17790949404028,0.0541776206503855,1.09252456278929
"Bullet 1","Land 3",1740.855,97.7045031111111,2,1.18832094048537,0.0541796907065403,1.08263731465204
"Bullet 1","Land 3",1741.5,97.6236765555555,2,1.18560113616002,0.0541820790634367,1.07331219602489
"Bullet 1","Land 3",1742.145,97.5084846666667,2,1.1486139792831,0.0541847880788397,1.0649402084388
"Bullet 1","Land 3",1742.79,97.3616398888889,2,1.08007192362902,0.0541878201155137,1.05791235342472
"Bullet 1","Land 3",1743.435,97.2075703333333,2,1.0044030896388,0.0541911775411459,1.05261963251361
"Bullet 1","Land 3",1744.08,97.0633296666667,2,0.938661153309098,0.0541948627282696,1.04789745256691
"Bullet 1","Land 3",1744.725,96.9331485555555,2,0.887076790636485,0.0541988780541864,1.04248209163676
"Bullet 1","Land 3",1745.37,96.8056646666667,2,0.838287677617629,0.0542032259008866,1.03661585804019
"Bullet 1","Land 3",1746.015,96.674635,2,0.786050823582443,0.0542079086549691,1.03054106009421
"Bullet 1","Land 3",1746.66,96.5809635555556,2,0.77127023786089,0.0542129287075602,1.02450000611584
"Bullet 1","Land 3",1747.305,96.5323281111111,2,0.801623707560694,0.054218288454231,1.0187350044221
"Bullet 1","Land 3",1747.95,96.496871,2,0.845253575345168,0.0542239902949141,1.01348836332999
"Bullet 1","Land 3",1748.595,96.4516793333333,2,0.87924696165534,0.0542300366338188,1.00900239115654
"Bullet 1","Land 3",1749.24,96.39403,2,0.900880764710067,0.0542364298793455,1.00551939621877
"Bullet 1","Land 3",1749.885,96.346665,2,0.932896993839279,0.0542431724439993,1.0032816868337
"Bullet 1","Land 3",1750.53,96.3519302222222,2,1.01764154726186,0.0542502667443018,1.00238897306974
"Bullet 1","Land 3",1751.175,96.4282596666667,2,1.17354843430769,0.054257715200703,1.00265799096917
"Bullet 1","Land 3",1751.82,96.5399956666667,2,1.36495999764014,0.0542655202374906,1.00390658780974
"Bullet 1","Land 3",1752.465,96.6199084444444,2,1.52464646881137,0.0542736842826997,1.00595261086922
"Bullet 1","Land 3",1753.11,96.5669452222222,2,1.55155507937347,0.054282209768021,1.00861390742539
"Bullet 1","Land 3",1753.755,96.2629333333333,2,1.32751317198982,0.0542910991287074,1.011708324756
"Bullet 1","Land 3",1754.4,95.7863936666667,2,0.931041644879173,0.0543003548034805,1.01505371013883
"Bullet 1","Land 3",1755.045,95.4733875555556,2,0.698201840704911,0.0543099792344357,1.01846791085164
"Bullet 1","Land 3",1755.69,95.3840702222222,2,0.689148991019096,0.0543199748669459,1.0217687741722
"Bullet 1","Land 3",1756.335,95.3883681111111,2,0.773809549596223,0.054330344149565,1.02477414737827
"Bullet 1","Land 3",1756.98,95.4169641111111,2,0.882866414655112,0.05434108953393,1.02730187774763
"Bullet 1","Land 3",1757.625,95.4375702222222,2,0.984031595525664,0.0543522134746619,1.03046045527738
"Bullet 1","Land 3",1758.27,95.4267662222222,2,1.05388487931565,0.0543637184292663,1.03523893793734
"Bullet 1","Land 3",1758.915,95.3708985555556,2,1.07877271979946,0.0543756068580323,1.04127602496429
"Bullet 1","Land 3",1759.56,95.285102,2,1.07382990408479,0.0543878812239313,1.04821041559504
"Bullet 1","Land 3",1760.205,95.2039411111111,2,1.07362099705723,0.0544005439925141,1.05568080906637
"Bullet 1","Land 3",1760.85,95.1298037777778,2,1.08053389693553,0.0544135976318076,1.06332590461508
"Bullet 1","Land 3",1761.495,95.0309404444444,2,1.06281905749412,0.0544270446122104,1.07078440147797
"Bullet 1","Land 3",1762.14,94.9041068888889,2,1.01723226584076,0.0544408874063876,1.07769499889183
"Bullet 1","Land 3",1762.785,94.8036192222222,2,0.99808964241646,0.0544551284891647,1.08369639609345
"Bullet 1","Land 3",1763.43,94.7727592222222,2,1.04867297432895,0.0544697703374206,1.08842729231963
"Bullet 1","Land 3",1764.075,94.7915458888889,2,1.14900127090823,0.0544848154299801,1.09656425831781
"Bullet 1","Land 3",1764.72,94.8076771111111,2,1.24677243037307,0.054500266247505,1.11175360901084
"Bullet 1","Land 3",1765.365,94.7782303333333,2,1.29906390649796,0.0545161252723847,1.13208865989868
"Bullet 1","Land 3",1766.01,94.6738507777778,2,1.27652093083501,0.0545323949886263,1.15566272648126
"Bullet 1","Land 3",1766.655,94.4802225555556,2,1.16482762382529,0.0545490778817435,1.18056912425853
"Bullet 1","Land 3",1767.3,94.263804,2,1.03044232813208,0.0545661764386447,1.20490116873042
"Bullet 1","Land 3",1767.945,94.1179681111111,2,0.966738053085336,0.0545836931475209,1.22675217539689
"Bullet 1","Land 3",1768.59,94.0493678888889,2,0.980367808015032,0.0546016304977322,1.24421545975786
"Bullet 1","Land 3",1769.235,94.01712,2,1.03044826891779,0.054619990979694,1.25538433731329
"Bullet 1","Land 3",1769.88,93.9726001111111,2,1.06835511179015,0.0546387770847629,1.25835212356311
"Bullet 1","Land 3",1770.525,93.8918021111111,2,1.07008223485101,0.0546579913051207,1.25121213400726
"Bullet 1","Land 3",1771.17,93.7883434444444,2,1.0492470918748,0.0546776361336589,1.23681668464344
"Bullet 1","Land 3",1771.815,93.6832113333333,2,1.02683691441365,0.0546977140638625,1.21946016055691
"Bullet 1","Land 3",1772.46,93.5882794444444,2,1.01472537846415,0.0547182275896923,1.19939898087896
"Bullet 1","Land 3",1773.105,93.5113302222222,2,1.02069493780074,0.0547391792054676,1.17688956474088
"Bullet 1","Land 3",1773.75,93.4501832222222,2,1.04256515730896,0.0547605714057478,1.15218833127396
"Bullet 1","Land 3",1774.395,93.4008482222222,2,1.07634582409642,0.0547824066852136,1.1255516996095
"Bullet 1","Land 3",1775.04,93.370724,2,1.12943572527098,0.0548046875385477,1.0972360888788
"Bullet 1","Land 3",1775.685,93.3699966666667,2,1.21202098127362,0.0548274164603147,1.06749791821314
"Bullet 1","Land 3",1776.33,93.3946345555556,2,1.32006993476772,0.0548505959448411,1.0365936067438
"Bullet 1","Land 3",1776.975,93.4159585555555,2,1.42490348397195,0.0548742284860944,1.00477957360211
"Bullet 1","Land 3",1777.62,93.3911953333333,2,1.48374830488309,0.0548983165775617,0.965921253974564
"Bullet 1","Land 3",1778.265,93.2964033333333,2,1.47266285127547,0.0549228627121284,0.915403386021946
"Bullet 1","Land 3",1778.91,93.177886,2,1.43795057692347,0.0549478693819557,0.855761343336948
"Bullet 1","Land 3",1779.555,93.0973065555555,2,1.44127471337927,0.0549733390783584,0.78953049951226
"Bullet 1","Land 3",1780.2,93.0660312222222,2,1.49400149219511,0.0549992742916826,0.71924622814057
"Bullet 1","Land 3",1780.845,93.0722467777778,2,1.58431770047862,0.0550256775111817,0.647443902814571
"Bullet 1","Land 3",1781.49,93.0793751111111,2,1.67564523644869,0.0550525512248938,0.576658897126952
"Bullet 1","Land 3",1782.135,92.9831574444444,2,1.6637253316575,0.0550798979195177,0.509426584670404
"Bullet 1","Land 3",1782.78,92.5330673333333,2,1.29803155099056,0.0551077200802891,0.448282339037617
"Bullet 1","Land 3",1783.425,91.541107,2,0.390566125999996,0.0551360201908567,0.395761533821281
"Bullet 1","Land 3",1784.07,90.716444,2,-0.349503378428622,0.0551648007331572,0.354399542614086
"Bullet 1","Land 3",1784.715,90.4310064444444,2,-0.550248841854227,0.0551940641872919,0.315882200089456
"Bullet 1","Land 3",1785.36,90.3029733333333,2,-0.593491254946969,0.055223813031401,0.271318319892456
"Bullet 1","Land 3",1786.005,90.2189148888889,2,-0.592660386154577,0.0552540497415397,0.222377744073163
"Bullet 1","Land 3",1786.65,90.1401347777778,2,-0.586452559480492,0.0552847767915527,0.170730314681666
"Bullet 1","Land 3",1787.295,90.049745,2,-0.591755765594712,0.05531599665295,0.118045873768056
"Bullet 1","Land 3",1787.94,89.958379,2,-0.597936550722849,0.0553477117947814,0.0659942633824215
"Bullet 1","Land 3",1788.585,89.8772718888889,2,-0.593759794423875,0.0553799246835118,0.016245325574853
"Bullet 1","Land 3",1789.23,89.7979767777778,2,-0.587672376256705,0.0554126377828962,-0.0295310976045603
"Bullet 1","Land 3",1789.875,89.7125954444444,2,-0.587572509113613,0.0554458535538551,-0.0696651641057285
"Bullet 1","Land 3",1790.52,89.6267596666667,2,-0.587828405886881,0.0554795744543491,-0.102487031878562
"Bullet 1","Land 3",1791.165,89.5601305555556,2,-0.568778946135396,0.0555138029392551,-0.126326858872971
"Bullet 1","Land 3",1791.81,89.5333733333333,2,-0.509758898307069,0.0555485414602407,-0.138886524088191
"Bullet 1","Land 3",1792.455,89.5521255555555,2,-0.405130697516313,0.0555837924656406,-0.14042098494412
"Bullet 1","Land 3",1793.1,89.6041368888889,2,-0.267144667766573,0.0556195584003319,-0.133090017021664
"Bullet 1","Land 3",1793.745,89.6678364444444,2,-0.117371688616728,0.0556558417056104,-0.119053395901731
"Bullet 1","Land 3",1794.39,89.7163465555555,2,0.017310582596437,0.0556926448190666,-0.100470897165229
"Bullet 1","Land 3",1795.035,89.7153537777778,2,0.102588710758482,0.0557299701744623,-0.0795022963930632
"Bullet 1","Land 3",1795.68,89.6388064444444,2,0.112411038532684,0.0557678202016072,-0.0583073691661407
"Bullet 1","Land 3",1796.325,89.5089856666667,2,0.0690586863600657,0.0558061973262365,-0.0390458910653677
"Bullet 1","Land 3",1796.97,89.3840822222222,2,0.0307224413484022,0.0558451039698878,-0.023877637671651
"Bullet 1","Land 3",1797.615,89.2878822222222,2,0.0211884239387672,0.0558845425497793,-0.0149623845658967
"Bullet 1","Land 3",1798.26,89.2082617777778,2,0.0283327545722045,0.0559245154786882,-0.0144599073290115
